entity_code,avg_longitude,avg_latitude
2545W,4.2700758570614639,52.050953315336052
2286M,4.3155625577333359,52.023356492672725
2274K,4.355310474862466,52.072715926426767
2573B,4.2838261550973664,52.063440511465181
2555M,4.228735907879682,52.065098611100822
2571W,4.2902152835429552,52.071231750568764
2274X,4.3576703536380119,52.0737574009147
2517L,4.28190641555539,52.0910701492733
2265Z,4.395863772589685,52.080988987894855
2262H,4.3847994433469051,52.091966739818446
2271V,4.36548506682203,52.072248455877805
2522T,4.3275470917154495,52.057779228753489
2581B,4.2704995595155388,52.0943170539192
2572X,4.292023724638379,52.065103491077551
2571T,4.2875946052506109,52.069265621702463
2565A,4.2483104744934783,52.07243008996133
2525T,4.3051839056184429,52.063096259928287
2551S,4.2338286624449779,52.05632936407558
2545C,4.265945149940932,52.056412653014846
2517C,4.2806415691855131,52.081497772051627
2594B,4.3459713390396519,52.095921335112074
2574E,4.28579238184711,52.060875380982694
2272Z,4.3813121282630485,52.085066401240347
2282N,4.3286009825644918,52.053565700264684
2563E,4.2751362827788295,52.070987163373587
2583T,4.27219612261236,52.097886255235984
2572V,4.2926933250928005,52.065412631021495
2552J,4.2422786522037983,52.049600630444282
2541C,4.2835443035641552,52.046098002751386
2513D,4.2992478425535969,52.077911883818757
2533E,4.2932621955120656,52.0527808043054
2563B,4.269706985673321,52.075598440951815
2521A,4.314873476374621,52.062359238203669
2593T,4.3420461473591834,52.086976196237934
2587H,4.2929653160371872,52.110549222227817
2291N,4.2799495527058928,52.017596949679515
2533L,4.2961284911878161,52.052466175877704
2511L,4.3215725276182271,52.0767652575771
2521Z,4.3206266910605819,52.0626339467007
2285D,4.2966394000897559,52.033134276321256
2562R,4.2822535589114752,52.073074253699886
2526J,4.3012793421356239,52.068310935734161
2515P,4.3181363629156264,52.070987413421193
2285G,4.3006184858777683,52.035631589906693
2274R,4.3406428207386254,52.0750719722841
2594A,4.3317829008739572,52.087498368596769
2274N,4.3424924346692571,52.077098579882232
2286G,4.3153316235037389,52.029881763860161
2563Z,4.2741494109334521,52.075944134505868
2271X,4.3609363465133093,52.069544511074739
2513X,4.2971942339902,52.07525489302391
2271H,4.3783942698602756,52.077282447957835
2266A,4.3980756232379026,52.078774073343126
2532D,4.2968745115800262,52.045912123492364
2565R,4.2536112346889485,52.073445522553456
2543B,4.2614702252287513,52.040811748221337
2551Z,4.2440168390262007,52.059340457785495
2291B,4.274804779527428,52.022939713828734
2552W,4.2478836826277586,52.055449583138554
2532A,4.292577249225336,52.043789041919375
2515V,4.3285656021432368,52.07487090591254
2547J,4.2649759512550647,52.061596772675237
2264D,4.38962931896904,52.08333759477371
2571P,4.29474830181028,52.068282465084756
2275V,4.3443086173300784,52.061213785559111
2592H,4.359218305460236,52.09438966698368
2526P,4.3040564999251441,52.069799516086043
2566C,4.2407523132103266,52.074895260007388
2517P,4.2754169470329657,52.081486274712539
2555K,4.22998712642135,52.059547254329452
2292B,4.2876221202073319,52.021073974674465
2272S,4.3783029072469049,52.080495321275492
2286H,4.3182109018215629,52.030344746015338
2552G,4.2561968471133724,52.060679907880044
2546R,4.2688763049021157,52.057060401021566
2572P,4.2939788811258914,52.063181868317855
2287V,4.322892320862973,52.030730327898787
2495B,4.3571103048518385,52.053965448786826
2573H,4.2841770565882236,52.068089068564689
2532T,4.298849904804138,52.0474420162626
2512K,4.3006695766949585,52.0750282234198
2518J,4.2887562313321146,52.081553158359462
2582K,4.2760677808588543,52.093859249263616
2563J,4.2677523545608169,52.076764540240994
2564E,4.2520438851115623,52.06681246548208
2563H,4.2700164983024,52.072922994362351
2541E,4.2771794404472541,52.044034643546816
2525E,4.2991523195812515,52.065914747340493
2544T,4.2556265233455672,52.043706226031389
2512G,4.3045816780573336,52.0749621500777
2585T,4.3005207103463032,52.091253550729853
2552N,4.2567267798100952,52.058698730204135
2522D,4.3307615611480763,52.058542098657853
2591E,4.36860798354662,52.096388971137564
2285A,4.3032322916513239,52.038345106351336
2597L,4.2961248921197059,52.102608925573684
2512H,4.3004914502841842,52.07448628578112
2285V,4.311488042577496,52.034742006416458
2273X,4.3580189891932557,52.080286199575944
2526A,4.309641409873314,52.064777704768929
2526V,4.3102081440237949,52.067487095570357
2571A,4.2862967799884384,52.071620310067949
2284A,4.3106059811159856,52.041091980371128
2526N,4.3042361868108676,52.068223846147262
2271D,4.3664754980568983,52.067596000618742
2523G,4.318135505924368,52.057024390940811
2513A,4.3108064083571058,52.079409139879147
2515G,4.3122530993372488,52.068689388798091
2551M,4.2433191566393349,52.062576028209214
2562T,4.2793709828434983,52.071615151945743
2564V,4.2578122531854783,52.069165807402783
2281C,4.3420868050448833,52.058064310201289
2552L,4.2487804179947579,52.051737673055712
2581A,4.2717199156437076,52.090285100512467
2522E,4.3299415864295545,52.060475912578326
2513V,4.3027055450684442,52.077384587457431
2515X,4.3256233172901384,52.077707812086182
2516J,4.333603306909942,52.063420422820784
2283J,4.3298488536494313,52.045900862306311
2564X,4.2583329704102146,52.069891527419642
2554H,4.2346913586667325,52.071444465258935
2545R,4.2746148938350572,52.047681682041308
2283K,4.3306387759541556,52.045125711452748
2542G,4.2664316983687058,52.034784653777756
2592V,4.3507818483853278,52.091094803663054
2272D,4.38037066152095,52.081920786105862
2264Z,4.3889034124159014,52.086119626011183
2547G,4.2732776227659865,52.064093869114963
2273J,4.3576706203010014,52.079118728802911
2595X,4.3305411363540385,52.078185685028117
2531X,4.2976410477744613,52.056485016657618
2551W,4.23765568241887,52.057278761719623
2583P,4.2568477341500008,52.090126901112164
2573T,4.2848103628631211,52.06307465358627
2546S,4.2710523192117282,52.05786573596545
2545L,4.2746448726897475,52.047305521265834
2555J,4.236540093013768,52.062819309503233
2545V,4.2684579380632055,52.050044559337564
2522C,4.3305992743129931,52.061989431592465
2541J,4.2763788550324477,52.042799343362134
2513T,4.3015521969994905,52.077812127163838
2593A,4.3348322353936686,52.085329510935509
2272B,4.37763532344714,52.083144569798257
2522K,4.327245934653229,52.061051404284171
2548B,4.2898881283511949,52.026656478904357
2563T,4.2693831747599074,52.071627208524127
2292C,4.2873904598087149,52.018072588251513
2523B,4.324626618235146,52.05960182331966
2514A,4.3104882816868511,52.090949472562031
2591J,4.3615986436152037,52.099318266490364
2511C,4.3158950761903556,52.079405468021349
2267A,4.3554140297890838,52.060282723479077
2517A,4.2936132807289393,52.08441209931528
2591V,4.3662467281147457,52.091378962810204
2566S,4.249544733930108,52.078431490680842
2516Z,4.3341093946708833,52.075425219933834
2592A,4.3481089367371792,52.090682780615232
2565P,4.2530904158732845,52.071225668082455
2595E,4.331681705250408,52.083915163365369
2265W,4.3980098869982642,52.082955537752404
2566J,4.2637109918102993,52.083703383008839
2521P,4.3287647827258882,52.0671699432858
2523K,4.3201424166891993,52.053505241404146
2511P,4.3105529084933139,52.076807741720415
2272J,4.3770941009249427,52.07975311321848
2533C,4.293278599837044,52.04872764850284
2282B,4.3336442277667642,52.055936435990859
2531E,4.299515137868041,52.053400131420055
2533X,4.2868140398598786,52.047505342872405
2572S,4.2958283888296087,52.063549152320192
2285J,4.3008362463709862,52.03252768470346
2513C,4.3025491914167526,52.080393624573667
2551G,4.2343406911265831,52.06065913111518
2573S,4.2852208203978144,52.063855767324846
2512B,4.3133203852275521,52.074313596340495
2514C,4.3117482566900707,52.08418041976114
2291K,4.2737228076410885,52.02084434804393
2265X,4.3961330091414359,52.081926036370149
2284H,4.3158420802134394,52.041149229342196
2285X,4.3071901271287816,52.033278676520474
2548Z,4.2957432150495434,52.01739087146
2525K,4.3056417817355053,52.059552931221724
2547B,4.26802061129377,52.058170500686927
2571S,4.2879272002325743,52.06766761628969
2522N,4.3278589551400479,52.06486758811301
2547H,4.259056196373689,52.055586936664135
2572G,4.2929461651644223,52.065083742151927
2516E,4.3267475925675054,52.068659541693933
2515N,4.3169262621211724,52.07255925430956
2562S,4.2806962888912405,52.0727983971028
2522B,4.3314296575483571,52.062050953471221
2597T,4.3251868907448614,52.103951687599476
2562H,4.2779794417298111,52.074087286668934
2541D,4.277538296691378,52.045724276062742
2595C,4.3387634679225613,52.083377397567766
2574X,4.2748246921777815,52.0663236083217
2533A,4.2786518680779935,52.053636015228619
2264V,4.39273566317336,52.088364795299874
2544V,4.2599574836702452,52.045467360305118
2272C,4.3704180321576462,52.085862565879722
2542E,4.2673868627350773,52.035866887978251
2281G,4.34205977791881,52.056313151781893
2548T,4.2933891787534062,52.022400843008491
2518E,4.2958342497663153,52.083362276257368
2591G,4.3639550777159579,52.096348084313121
2265B,4.39264045571669,52.080065160224862
2595V,4.332346648690157,52.077717813957634
2585W,4.3052283081802392,52.095359079466625
2274A,4.350288433472457,52.070741187444376
2553J,4.2387309558552557,52.046288746105269
2592C,4.3525786046315691,52.089122054320406
2561B,4.2754535984808513,52.076154092550389
2517S,4.2773571741487633,52.0852905968297
2596H,4.3149465699788987,52.094285787128683
2287R,4.317908137720802,52.032803238928111
2282T,4.3333692562168658,52.051101828361496
2593V,4.3446780704864576,52.0841169798931
2591X,4.362261682832548,52.089454848139546
2585V,4.3049362570566716,52.093157347548889
2582G,4.2741453685796849,52.09390818307255
2544K,4.2582850800114649,52.04414891234758
2526T,4.3075262219502006,52.069737028549426
2512T,4.2953610760443972,52.072300623806207
2516X,4.338636975542701,52.060959520884865
2288E,4.3334168744412445,52.040498300551604
2283N,4.3250066720989775,52.041975373229988
2544D,4.2516685763774547,52.0493536166053
2547T,4.2701918593370145,52.06417975263038
2265E,4.4016204803631425,52.084948145256966
2285S,4.3015847740676136,52.041314947345441
2574K,4.2728085236245912,52.065250138051333
2555L,4.235414662475363,52.063674401422261
2515A,4.3262198532672516,52.074754523671558
2272G,4.3694936178401287,52.087236135211327
2517K,4.2905059893935293,52.089703018867077
2264B,4.396405959971565,52.08611447700499
2282A,4.33880553872991,52.054401011188553
2516K,4.3316038443736069,52.065088100324886
2542N,4.2597545365231069,52.033129320584273
2596B,4.3262219318039641,52.090829157681931
2516S,4.3355708017369192,52.064897949842916
2574S,4.2776152856133143,52.063294696536829
2563C,4.2755341721681006,52.073976337703044
2597B,4.3101434467487563,52.105283496172049
2564B,4.2540014960724886,52.06448008794203
2274T,4.345012321647939,52.073653561537789
2551X,4.2431610920630138,52.05778452630512
2515S,4.3225210114501964,52.074235462827268
2566K,4.2497167030511349,52.076200312758843
2592G,4.3565401841843743,52.095158039428561
2587X,4.2982872963052774,52.1095199508453
2513E,4.2995954932066214,52.079003139235077
2524J,4.3127896314429046,52.052750003801584
2518X,4.29746787857016,52.082762782639023
2552E,4.2447720245833809,52.055952063122284
2283T,4.3214251502769043,52.049275003752008
2291D,4.2745325897703745,52.028703639641094
2544L,4.25190487859459,52.035118396441504
2583J,4.2606667196557142,52.090776959846707
2546E,4.2711616835708055,52.05805387233616
2517E,4.2820677585224267,52.083765448822355
2524L,4.3130873640134393,52.053326494236195
2512A,4.3150812032817418,52.075418653537042
2548E,4.2777405142198859,52.035616188422367
2514H,4.3071805420139642,52.083807074552169
2555G,4.23779955325978,52.06724653519818
2286A,4.3064965161166473,52.028110827366731
2524T,4.3113786055583256,52.05057204811213
2572N,4.2958296958819941,52.061504563121325
2552A,4.2347212198302575,52.052300277560292
2283G,4.32401295157043,52.042986300035764
2511B,4.3141520687961288,52.076642559915946
2512S,4.2950116046236282,52.071195264803492
2274B,4.3444970692892833,52.074793973424384
2565Z,4.2721428789887188,52.080377189500524
2526G,4.3047675991689616,52.066503480525192
2565H,4.2673307459581888,52.079374421363184
2275E,4.3501238496253958,52.063304356933045
2275B,4.352081410588152,52.064058755387556
2522M,4.3251838545373849,52.0591628227073
2513P,4.2964978249402268,52.076285548009821
2597V,4.3308550350204076,52.09825489281765
2597X,4.3344505025233087,52.096255944516571
2592R,4.35812768178296,52.097381473726095
2262A,4.3820564443433891,52.088608380052641
2597R,4.3177415002326311,52.101817623624477
2581S,4.26957675460768,52.093288414136211
2546V,4.2755682886422646,52.059694198023251
2523A,4.3190388067028316,52.058031296556138
2555S,4.2373064211271192,52.063858013876469
2584G,4.2812976071795257,52.10468898071727
2545N,4.2788951402638968,52.047890214935265
2597G,4.328596901771304,52.105800519228886
2572T,4.2934483861149975,52.064232558274583
2281X,4.3446229423874767,52.055285648964954
2565X,4.2675928564758552,52.076863087917346
2271G,4.372215486615783,52.0762761277439
2532C,4.3039298735911169,52.052747663733314
2551J,4.2380193861371627,52.056828525609077
2516W,4.3348426107306635,52.0637088365683
2591T,4.3683760447933073,52.092072652905493
2551H,4.2344203424058584,52.060966459730295
2593G,4.3434529233285764,52.085711446085583
2281T,4.339382610844126,52.06029538998115
2562A,4.2808353172028255,52.0745043812609
2573E,4.28799108694769,52.064254365531013
2564S,4.2524081035617218,52.066736153959333
2525A,4.2990544764195375,52.068736185040954
2571B,4.2853058251892033,52.071269259585108
2286B,4.3115356261716293,52.028269213118669
2518P,4.2933274004286259,52.075962192800795
2542H,4.2675663776483752,52.034966978900549
2541B,4.2739126795451616,52.051938448028565
2523H,4.3213583581627093,52.056336758582745
2585G,4.3056803744913541,52.090917707696235
2571C,4.2689918609605488,52.065844902077465
2287X,4.3213981942079389,52.030906924105423
2273V,4.355257147723048,52.079219996267959
2526H,4.3032473183792685,52.0685903875399
2573C,4.284498693544232,52.06216697196583
2526E,4.308788711635918,52.06699434371793
2555D,4.2364260290027991,52.068898039183551
2515D,4.325164038711347,52.077106309500515
2572C,4.2908267776962132,52.06676994936899
2551T,4.2366560068682162,52.054626271198472
2262X,4.3868941736139631,52.090362511333986
2545D,4.270421786198761,52.044756370097815
2531A,4.2996859713522131,52.057275255433467
2545G,4.2752874506357674,52.049237714598192
2574A,4.2717244126559466,52.06462028011277
2272X,4.3748255848489626,52.082064454229005
2526K,4.3083167530109492,52.070273942761304
2587A,4.2947996254381611,52.106561083550609
2531C,4.2983246129023058,52.055826261630621
2541A,4.2735262986574538,52.052771709936273
2541T,4.2793354087281958,52.046477656586887
2275A,4.358516342565121,52.064502008910317
2551N,4.2388273986659648,52.059862065614844
2566E,4.2574363302571943,52.084977856218146
2512X,4.30539105848889,52.071921974863969
2585E,4.30464694084039,52.09160247778992
2511A,4.3104740824737133,52.07751642671623
2516L,4.32778297542434,52.07011372220699
2543T,4.2636816685394239,52.0398453631054
2553H,4.2328153420382728,52.048625310382668
2594C,4.3598786917793193,52.100383124333213
2582R,4.2807033909723513,52.095876472752529
2582C,4.2768216442134266,52.090355836623765
2574T,4.2787715438119864,52.063818345518335
2272V,4.3759112115386625,52.086098669208269
2525R,4.3020866500890564,52.067826102100284
2565L,4.2728933377928193,52.080198682718972
2531J,4.3013423220862608,52.047460732447817
2282G,4.3358281098476059,52.051535607724531
2289D,4.3481249001667335,52.049917833575137
2551P,4.2348670977909251,52.057159134140406
2272W,4.3816570688313794,52.082331973188495
2565J,4.268377040815734,52.077610516361645
2291A,4.2835869950726186,52.026267876293595
2582N,4.2803185685426142,52.097211693323914
2264A,4.3897174716921832,52.082956237479273
2552P,4.2599712093114661,52.058492177108448
2244V,4.3327572198501807,52.099640370346648
2565C,4.2612833188911257,52.075841567765586
2542V,4.2662641092847666,52.037011527835872
2273C,4.3616763206881917,52.078440672226456
2514L,4.3107993596587137,52.087595950608517
2561A,4.2790614137949916,52.07802493318728
2591H,4.3632948558121845,52.0974871947183
2533S,4.286447739236019,52.055391360446784
2544H,4.26058623870042,52.045798464666909
2524N,4.3133648419931143,52.053003837390932
2573N,4.2807428413384381,52.068273434617844
2552H,4.2480289032973468,52.053543224904729
2573K,4.2842095437157646,52.066519843562233
2596G,4.3249794598882723,52.091932654531895
2265V,4.3994973694022326,52.082802332774349
2262G,4.38730849624125,52.093013059436068
2515L,4.3151805619125083,52.071776587671671
2596X,4.320528123012684,52.091990287680538
2525W,4.3006543903369607,52.058264927320309
2262C,4.3870000997168566,52.089407020145316
2517G,4.2854114604341218,52.083824913821118
2286C,4.30763874797346,52.027938519333858
2592X,4.3540772815472666,52.087338170988694
2274C,4.3451726029749205,52.077081103775733
2592B,4.3512293529192547,52.087831614011151
2283E,4.3209944456398466,52.040400450384134
2264W,4.3932057638590853,52.084492370144048
2522H,4.3261023848805786,52.058890600294284
2584T,4.2759126297051395,52.10256030868095
2518T,4.2893925837138145,52.079953202084624
2595T,4.334526649804709,52.080520199072907
2282S,4.3306111178424258,52.053261421833874
2533H,4.2906964926383813,52.048701808531113
2282C,4.3371334952882847,52.0532538999327
2551E,4.2304111213735363,52.0573938748174
2593X,4.3429944498751851,52.084053457179472
2531S,4.3068285087036839,52.056691231186868
2264X,4.3904785146445855,52.084892721933819
2547C,4.2662578070527424,52.062222962879993
2596E,4.3245638081903053,52.093118684197428
2547A,4.2699077196970583,52.05992342031594
2515M,4.318801607160208,52.071049466536294
2514G,4.3055915908618481,52.081780311554155
2533G,4.2890495167872924,52.0481007673737
2285B,4.3034220169547019,52.038189080117419
2585Z,4.3069309081378568,52.092321820853421
2281E,4.340778986057531,52.056880896192752
2571R,4.2895670214392547,52.068762592207207
2564H,4.2637803735561937,52.071442824184807
2521D,4.3230929504605022,52.066747289106878
2526R,4.3059338913093832,52.06863758462066
2593B,4.33994288326768,52.082775005484244
2273T,4.3515864724899789,52.080644013718455
2572E,4.2957551945236183,52.064888120243225
2566T,4.2514911472868748,52.080086867178942
